*Pick And Place List
*Company=
*Author=
*eMail=
*
*Project=AnalogSignalGenerator
*Date=10:45:46
*CreatedBy=Fritzing 0.9.3b.04.19.5c895d327c44a3114e5fcc9d8260daf0cbb52806
*
*
*Coordinates in mm, always center of component
*Origin 0/0=Lower left corner of PCB
*Rotation in degree (0-360, math. pos.)
*
*No;Value;Package;X;Y;Rotation;Side;Name
447;;;1.4986;-1.87968;0;Bottom;Copper Fill253
448;;;92.7609;-64.1605;0;Bottom;Copper Fill148
449;;;17.1758;-91.8189;0;Bottom;TXT5
450;;;13.8637;-63.7649;0;Bottom;Via54
451;;;32.2835;-66.2687;0;Bottom;Copper Fill27
452;;;12.5635;-87.1237;0;Bottom;TXT5
453;;;49.2761;-69.139;0;Bottom;Copper Fill42
454;1.87k;0805 [SMD];59.8588;-37.0948;180;Top;A1.R2
455;;;30.3736;-50.4299;0;Bottom;Via41
456;;;66.4211;-12.3826;0;Bottom;Copper Fill302
457;10nF;0805 [SMD, multilayer];64.5087;-39.8947;0;Top;A4.C1
458;;;3.7338;-44.9581;0;Bottom;Copper Fill48
459;;;49.1237;-77.1146;0;Bottom;Copper Fill10
460;;;65.9893;-32.7153;0;Bottom;Copper Fill209
461;;;30.1498;-53.2893;0;Bottom;Copper Fill47
462;;;20.5232;-48.9713;0;Bottom;Copper Fill165
463;;;27.2034;-55.8293;0;Bottom;Copper Fill159
464;10nF;0805 [SMD, multilayer];93.4836;-39.8947;180;Top;A2.C4
465;;;29.7435;-55.8293;0;Bottom;Copper Fill161
466;;;14.4987;-77.0998;0;Bottom;Via72
467;;;76.8605;-91.1227;0;Bottom;Copper Fill306
468;;;100.229;-42.8245;0;Bottom;Copper Fill180
469;;;25.2984;-61.0363;0;Bottom;Copper Fill35
470;;SO;39.8987;-56.6528;180;Top;IC3
471;;;24.0284;-71.679;0;Bottom;Copper Fill129
472;;1206 [SMD];48.1538;-3.71984;-90;Top;Sys 4B1
473;;;14.6812;-65.7608;0;Bottom;Copper Fill137
474;;;100.229;-60.5791;0;Bottom;Copper Fill156
475;;;105.08;-14.3511;0;Bottom;Copper Fill233
476;;;3.7846;-98.3236;0;Bottom;Copper Fill102
477;;;92.0751;-26.8733;0;Bottom;Copper Fill229
478;;;78.5369;-14.7067;0;Bottom;Copper Fill236
479;;;52.5273;-34.2901;0;Bottom;Copper Fill197
480;;;76.0936;-47.8899;0;Bottom;Via107
481;;;27.8337;-16.1399;0;Bottom;Via85
482;;;18.4912;-82.2708;0;Bottom;Copper Fill114
483;;;37.846;-74.5238;0;Bottom;Copper Fill1
484;;;100.229;-65.6845;0;Bottom;Copper Fill30
485;;;104.724;-15.7989;0;Bottom;Copper Fill68
486;;;81.9659;-1.95588;0;Bottom;Copper Fill252
487;100nF;0805 [SMD, multilayer];62.3686;-18.0448;180;Top;BUF2
488;;;23.0886;-27.3051;0;Bottom;Copper Fill57
489;;;29.1037;-61.2249;0;Bottom;Via42
490;1.87k;0805 [SMD];70.1089;-37.0948;0;Top;A3.R2
491;;;50.8255;-91.1227;0;Bottom;Copper Fill308
492;;;34.8113;-64.4188;0;Bottom;Via86
493;;;42.0879;-48.5395;0;Bottom;Copper Fill171
494;1.24k;0805 [SMD];59.5837;-43.6897;90;Top;A1.R1
495;;;50.635;-47.4473;0;Bottom;Copper Fill87
496;;;26.5637;-61.2249;0;Bottom;Via44
497;;;27.2034;-83.4646;0;Bottom;Copper Fill2
498;;;59.2837;-29.4895;0;Bottom;Copper Fill217
499;;THT;8.78405;-68.2097;0;Bottom;Data Lines
500;100nF;0805 [SMD, multilayer];41.1687;-78.1248;90;Bottom;BUF10
501;;;98.9458;-73.5078;0;Bottom;Copper Fill85
502;;;100.229;-50.4445;0;Bottom;Copper Fill45
503;;;100.229;-47.9045;0;Bottom;Copper Fill177
504;;;40.5893;-79.1847;0;Bottom;Copper Fill101
505;;;89.8439;-5.17329;0;Bottom;IMG3
506;;;100.229;-37.7445;0;Bottom;Copper Fill192
507;;;101.981;-6.80728;0;Bottom;Copper Fill243
508;;;63.8557;-18.123;0;Bottom;Copper Fill300
509;1M;0805 [SMD];30.3737;-17.0197;-90;Bottom;R25
510;;;33.8583;-34.2393;0;Bottom;Copper Fill60
511;;;98.1457;-18.7326;0;Bottom;Copper Fill265
512;;;59.6536;-94.8229;0;Bottom;Via26
513;;;18.9484;-70.5614;0;Bottom;Copper Fill23
514;1.24k;0805 [SMD];92.6037;-43.6897;90;Top;A4.R7
515;;;22.606;-65.0495;0;Bottom;Copper Fill146
516;;;88.735;-12.9033;0;Bottom;Copper Fill290
517;6.8µF;0805 [SMD, multilayer];88.7937;-11.3047;90;Top;BUF5
