*Pick And Place List
*Company=
*Author=
*eMail=
*
*Project=HighVoltageAmplifier
*Date=10:32:58
*CreatedBy=Fritzing 0.9.3b.04.19.5c895d327c44a3114e5fcc9d8260daf0cbb52806
*
*
*Coordinates in mm, always center of component
*Origin 0/0=Lower left corner of PCB
*Rotation in degree (0-360, math. pos.)
*
*No;Value;Package;X;Y;Rotation;Side;Name
441;;;89.7466;-94.2447;0;Bottom;Via179
442;;;59.0466;-87.4397;0;Top;blkr39
443;100nF;0805 [SMD, multilayer];71.8942;-54.2397;0;Bottom;C141
444;;;6.0198;-47.9046;0;Bottom;Copper Fill159
445;adjustable;sot223;37.4224;-69.2701;-90;Top;T2
446;;;39.8773;-40.2886;0;Bottom;Via244
447;220;0805 [SMD];22.1191;-45.7396;-90;Top;R1
448;;;56.0917;-16.7747;0;Bottom;Via163
449;;SO;88.1592;-62.6851;180;Top;IC1
450;;;47.5742;-17.6532;0;Bottom;Copper Fill200
451;;;79.533;-50.295;0;Top;blkr42
452;220;0805 [SMD];69.9805;-42.4559;180;Top;R4
453;0.47µF;0805 [SMD, multilayer];37.2649;-57.4337;180;Top;C2
454;adjustable;sot223;37.4441;-62.266;-90;Top;T1
455;;;30.6832;-36.5762;0;Bottom;Copper Fill172
456;100nF;0805 [SMD, multilayer];66.8142;-58.6847;0;Bottom;C140
457;;;20.5316;-79.0047;0;Bottom;Via278
458;1M;0805 [SMD];17.0391;-7.00464;-90;Bottom;R47
459;;;39.8145;-39.7258;0;Bottom;Copper Fill108
460;;;6.0198;-70.5614;0;Bottom;Copper Fill6
461;;;89.0778;-64.1479;0;Bottom;Copper Fill230
462;adjustable;sot223;59.6731;-84.3172;0;Top;T2
463;;;1.4605;-6.655;0;Bottom;Copper Fill66
464;;;88.4766;-55.1922;0;Bottom;Via298
465;;;6.0198;-52.9846;0;Bottom;Copper Fill149
466;220;2512 [SMD];76.7867;-85.3546;180;Top;R91
467;;;9.7028;-75.362;0;Bottom;Copper Fill116
468;220;0805 [SMD];43.0524;-69.1087;90;Top;R6
469;;;92.5322;-65.456;0;Bottom;Copper Fill8
470;;;32.2573;-51.0837;0;Bottom;Via250
471;;;89.7466;-82.8147;0;Bottom;Via185
472;;;80.8566;-77.7347;0;Bottom;Via288
473;;;91.9353;-63.805;0;Bottom;Copper Fill49
474;;;98.8949;-17.7294;0;Bottom;Copper Fill216
475;;;36.7242;-36.4597;0;Bottom;Via253
476;;;52.7304;-96.8123;0;Bottom;Copper Fill90
477;adjustable;sot223;56.6332;-69.2148;90;Top;T2
478;adjustable;sot223;27.41;-62.2851;90;Top;T1
479;;;90.5764;-24.0032;0;Bottom;Copper Fill193
480;;THT;106.574;-75.1946;0;Bottom;J16
481;;;93.4974;-45.0979;0;Bottom;Copper Fill70
482;;Melf DO-213 AA [SMD];83.0603;-28.4765;90;Top;D1
483;220;0805 [SMD];72.2755;-61.7509;90;Top;R5
484;;;25.9292;-85.0372;0;Bottom;Via266
485;;SO;77.471;-21.2069;90;Top;IC5
486;220;0805 [SMD];49.4914;-78.3696;180;Top;R5
487;;Melf DO-213 AA [SMD];64.0017;-50.9827;90;Top;D1
488;;;4.5974;-83.3376;0;Bottom;Copper Fill128
489;;;61.1124;-94.5771;0;Bottom;Copper Fill106
490;0.47µF;0805 [SMD, multilayer];83.3241;-32.3321;180;Top;C2
491;;;18.8849;-93.9548;0;Bottom;Copper Fill109
492;;;33.528;-47.2696;0;Bottom;Copper Fill161
493;;;81.824;-44.0679;0;Bottom;Via227
494;;;64.5922;-9.2331;0;Bottom;Copper Fill252
495;;;58.9153;-51.0542;0;Bottom;Copper Fill71
496;;;4.02157;-25.6647;0;Bottom;Via126
497;;;14.6812;-28.2704;0;Bottom;Copper Fill181
498;;;2.1082;-42.6468;0;Bottom;Copper Fill145
499;;;95.504;-65.4179;0;Bottom;Copper Fill42
500;adjustable;sot223;92.1978;-39.2322;0;Top;T2
501;;;6.0198;-55.5246;0;Bottom;Copper Fill147
502;;;88.7349;-13.005;0;Bottom;Copper Fill100
503;;;61.4553;-50.47;0;Bottom;Copper Fill237
504;;;17.0391;-35.8247;0;Bottom;Via109
505;;;19.5648;-46.9788;0;Bottom;blkr35
506;;;38.2846;-38.4062;0;Bottom;Via254
507;100nF;0805 [SMD, multilayer];66.8142;-56.4621;0;Bottom;C139
508;220;0805 [SMD];40.7574;-42.5112;180;Top;R4
509;;;79.1279;-7.74125;90;Bottom;blkr22
510;;;37.7444;-83.9726;0;Bottom;Copper Fill127
511;;;12.0777;-16.18;0;Bottom;Copper Fill48
512;;;61.1124;-96.8123;0;Bottom;Copper Fill98
513;;SO;70.3706;-51.1554;0;Top;IC1
514;4.7µF;1206 [SMD, multilayer];41.745;-44.7337;0;Top;C1
515;;;47.4289;-33.4373;-45;Top;blkr7
516;;;22.4367;-84.4022;0;Bottom;Via273
517;;;102.438;-21.2727;0;Bottom;Copper Fill217
518;;;29.7173;-50.4487;0;Bottom;Via246
519;;;84.9841;-21.5372;0;Bottom;Via221
520;;;76.454;-9.7792;0;Bottom;Copper Fill213
521;;;65.6167;-30.7447;0;Bottom;Via272
522;100nF;0805 [SMD, multilayer];71.8942;-56.4621;0;Bottom;C142
523;;;88.7941;-61.5422;0;Bottom;Via226
524;;;22.8602;-37.6904;-45;Bottom;blkr34
525;;;93.2391;-59.6372;0;Bottom;Via297
526;;;29.4005;-93.3198;0;Bottom;Copper Fill77
527;;;18.2626;-93.3071;0;Bottom;Copper Fill110
528;;dipswitch-08;15.7692;-7.10457;0;Bottom;DIP1 Address
529;;;27.1145;-39.7258;0;Bottom;Copper Fill112
530;;;14.3764;-53.01;0;Bottom;Copper Fill148
531;;;74.169;-29.462;0;Bottom;Via169
532;adjustable;sot223;84.7556;-39.2322;0;Top;T1
533;;;84.6201;-73.711;0;Bottom;Copper Fill222
534;;;89.4588;-12.5732;0;Bottom;Copper Fill209
535;100nF;0805 [SMD, multilayer];13.1566;-16.7746;180;Bottom;CBUF
536;;;99.0854;-72.3648;0;Bottom;Copper Fill137
537;;;29.0322;-50.4827;0;Bottom;Copper Fill85
538;;;65.9342;-62.4947;0;Bottom;Via71
539;;;32.1945;-50.5208;0;Bottom;Copper Fill240
540;;;35.6374;-34.9585;90;Bottom;blkr33
541;220;0805 [SMD];48.7892;-58.9297;90;Top;R2
542;;;37.1602;-79.045;0;Bottom;Copper Fill131
543;;;73.9394;-13.513;0;Bottom;Copper Fill204
544;;;89.7466;-89.7997;0;Bottom;Via181
545;;;55.8546;-50.6224;0;Bottom;Copper Fill154
546;;;6.0198;-68.2246;0;Bottom;Copper Fill139
547;;;4.02157;-63.7647;0;Bottom;Via102
548;;;25.6794;-51.232;0;Bottom;Copper Fill151
549;;;3.06907;-68.8446;0;Bottom;Via100
550;4.7µF;1206 [SMD, multilayer];23.3892;-93.0121;90;Top;C1
551;;;9.0678;-29.5531;0;Bottom;Copper Fill65
552;;Melf DO-213 AA [SMD];36.361;-87.596;180;Top;D1
553;220;0805 [SMD];96.0966;-27.1796;90;Top;R3
554;;;30.0567;-80.5922;0;Bottom;Via270
555;;;79.7306;-43.6374;0;Bottom;Copper Fill18
556;;;5.4864;-29.4896;0;Bottom;Copper Fill179
557;;;5.8166;-19.4312;0;Bottom;Copper Fill199
558;;;31.0092;-91.3872;0;Bottom;Via263
559;;;1.4605;-5.4104;0;Bottom;Copper Fill67
560;;;18.9441;-93.2922;0;Bottom;Via274
561;;;76.074;-19.937;0;Bottom;Via214
562;;;18.8722;-33.3504;0;Bottom;Copper Fill176
563;220;0805 [SMD];40.8517;-96.7121;90;Top;R2
564;;;43.6873;-42.5112;0;Bottom;Via242
565;;;35.1367;-95.1972;0;Bottom;Via293
566;;;93.4974;-49.5175;0;Bottom;Copper Fill58
567;;;30.0567;-96.4672;0;Bottom;Via265
568;100nF;0805 [SMD, multilayer];91.8966;-38.3646;0;Bottom;C98
569;;;83.3966;-39.6347;0;Bottom;Via277
570;220;2512 [SMD];85.0415;-87.5771;180;Top;R90
571;adjustable;sot223;84.7556;-48.6095;180;Top;T1
572;;;18.9484;-35.484;0;Bottom;Copper Fill19
573;;;59.564;-20.572;0;Bottom;Via158
574;adjustable;sot223;56.6332;-62.2298;90;Top;T1
575;;;104.978;-77.6734;0;Bottom;Copper Fill2
576;;;74.4474;-4.1531;0;Bottom;Copper Fill45
577;;;23.7067;-75.1947;0;Bottom;Via281
578;;;8.0772;-9.2966;0;Bottom;Copper Fill206
579;220;2512 [SMD];85.0415;-92.0221;180;Top;R88
580;;;92.8497;-26.34;0;Bottom;Copper Fill61
581;;;26.9748;-1.702;0;Bottom;Copper Fill34
582;;;69.7738;-11.2016;0;Bottom;Copper Fill32
583;;;59.436;-16.9166;0;Bottom;Copper Fill205
584;;;72.899;-28.192;0;Bottom;Via216
585;100nF;0805 [SMD, multilayer];65.3717;-35.8246;0;Top;C122
586;adjustable;sot223;54.9106;-91.1545;180;Top;T2
587;;;13.8932;-84.7607;0;Bottom;blkr2
588;;1206 [SMD];53.8692;-3.47724;-90;Top;Gen 4
589;100nF;0805 [SMD, multilayer];77.3642;-34.4821;90;Top;C28
590;;;94.5642;-23.1142;0;Bottom;Copper Fill195
591;;;24.7142;-85.6236;0;Bottom;Copper Fill124
592;;;53.3654;-12.5732;0;Bottom;Copper Fill211
593;;;13.9937;-84.7158;0;Top;blkr1
594;;;20.8491;-35.1897;0;Bottom;Via160
595;;;24.6592;-57.7322;0;Bottom;Via296
596;;;85.9536;-28.1942;0;Bottom;Copper Fill23
597;;;103.752;-46.7105;0;Top;blkr15
598;;;85.979;-65.7862;0;Bottom;Copper Fill10
599;;;69.0753;-39.675;0;Bottom;Copper Fill104
600;;;82.7616;-18.6797;0;Bottom;Via166
601;;;58.2676;-50.4319;0;Bottom;Copper Fill73
602;100nF;0805 [SMD, multilayer];79.5866;-34.4821;90;Top;C27
603;;;14.097;-34.1886;0;Bottom;Copper Fill174
604;;;97.1462;-16.723;-6.36109e-15;Top;blkr19
605;;;54.3306;-18.1866;0;Bottom;Copper Fill27
606;;;36.7036;-39.0274;0;Bottom;Via252
607;220;0805 [SMD];70.7606;-58.0134;0;Top;R2
608;;;11.7856;-47.8284;0;Bottom;Copper Fill160
609;;;40.5342;-89.4822;0;Bottom;Via284
610;;;84.6666;-76.3097;0;Bottom;C3
611;;;83.0791;-24.7122;0;Bottom;Via171
612;;;89.1116;-53.9222;0;Bottom;Via230
613;;;22.4028;-97.4346;0;Bottom;Copper Fill118
614;;;27.7368;-40.3227;0;Bottom;Copper Fill250
615;;;14.4991;-35.8247;0;Bottom;Via107
616;100nF;0805 [SMD, multilayer];91.8966;-42.8096;0;Bottom;C96
617;;1206 [SMD];44.9792;-3.47724;-90;Top;Gen 2
618;100nF;0805 [SMD, multilayer];84.5941;-12.3296;180;Top;C107
619;;;83.9216;-17.6532;0;Bottom;Copper Fill201
620;;;50.3788;-93.9594;0;Bottom;Via285
621;;1206 [SMD];40.5342;-3.47724;-90;Top;Gen 1
622;100nF;0805 [SMD, multilayer];71.8942;-58.6846;0;Bottom;C143
